StartTimeUTC,TrackID,Long,Lat
,1,-96.72738236,43.54469
,1,-96.72734454,43.54469
,1,-96.72730672,43.54469
,1,-96.72726891,43.54469
,1,-96.72723109,43.54469
,1,-96.72719327,43.54469
,1,-96.72715545,43.54469
,1,-96.72711764,43.54469
,1,-96.72707982,43.54469
,1,-96.727042,43.54469
,1,-96.72700418,43.54469
,1,-96.72696636,43.54469
,1,-96.72692855,43.54469
,1,-96.72689073,43.54469
,1,-96.72685291,43.54469
,1,-96.72681509,43.54469
,1,-96.72680017,43.54471272
,1,-96.72680046,43.54475054
,1,-96.72680075,43.54478836
,1,-96.72680104,43.54482617
,1,-96.72680133,43.54486399
,1,-96.72680162,43.54490181
,1,-96.72680191,43.54493963
,1,-96.72680219,43.54497744
,1,-96.72680248,43.54501526
,1,-96.72680277,43.54505308
,1,-96.72680306,43.54509089
,1,-96.72680335,43.54512871
,1,-96.72680364,43.54516653
,1,-96.72680393,43.54520434
,1,-96.72680421,43.54524216
,1,-96.7268045,43.54527998
,1,-96.72680479,43.54531779
,1,-96.72680508,43.54535561
,1,-96.72680537,43.54539343
,1,-96.72680566,43.54543124
,1,-96.72680595,43.54546906
,1,-96.72680624,43.54550688
,1,-96.72680652,43.54554469
,1,-96.72680681,43.54558251
,1,-96.7268071,43.54562033
,1,-96.72680739,43.54565814
,1,-96.72680768,43.54569596
,1,-96.72680797,43.54573378
,1,-96.72680826,43.54577159
,1,-96.72680854,43.54580941
,1,-96.72680883,43.54584723
,1,-96.72680912,43.54588504
,1,-96.72680941,43.54592286
,1,-96.7268097,43.54596068
,1,-96.72680999,43.54599849
,1,-96.72684631,43.546
,1,-96.72688413,43.546
,1,-96.72692195,43.546
,1,-96.72695976,43.546
,1,-96.72699758,43.546
,1,-96.7270354,43.546
,1,-96.72707322,43.546
,1,-96.72711104,43.546
,1,-96.72714885,43.546
,1,-96.72718667,43.546
,1,-96.72722449,43.546
,1,-96.72726231,43.546
,1,-96.72730013,43.546
,1,-96.72733794,43.546
,1,-96.72737576,43.546
,1,-96.72741358,43.546
,1,-96.7274514,43.546
,1,-96.72748921,43.546
,1,-96.72752703,43.546
,1,-96.72756485,43.546
,1,-96.72760267,43.546
,1,-96.72764049,43.546
,1,-96.7276783,43.546
,1,-96.72771612,43.546
,1,-96.72775394,43.546
,1,-96.72779176,43.546
,1,-96.72782958,43.546
,1,-96.72786739,43.546
,1,-96.72790521,43.546
,1,-96.72794303,43.546
,1,-96.72798085,43.546
,1,-96.72801866,43.546
,1,-96.72805648,43.546
,1,-96.7280943,43.546
,1,-96.72813212,43.546
,1,-96.72816994,43.546
,1,-96.72820775,43.546
,1,-96.72824557,43.546
,1,-96.72828339,43.546
,1,-96.72832121,43.546
,1,-96.72835903,43.546
,1,-96.72839684,43.546
,1,-96.72843466,43.546
,1,-96.72847248,43.546
,1,-96.7285103,43.546
,1,-96.72854811,43.546
,1,-96.72858593,43.546
,1,-96.72862375,43.546
,1,-96.72866157,43.546
,1,-96.72869939,43.546
,1,-96.7287372,43.546
,1,-96.72877502,43.546
,1,-96.72881284,43.546
,1,-96.72885066,43.546
,1,-96.72888847,43.546
,1,-96.72892629,43.546
,1,-96.72896411,43.546
,1,-96.72900193,43.546
,1,-96.72903975,43.546
,1,-96.72907756,43.546
,1,-96.72911538,43.546
,1,-96.7291532,43.546
,1,-96.72919102,43.546
,1,-96.72922884,43.546
,1,-96.72926665,43.546
,1,-96.72930447,43.546
,1,-96.72934229,43.546
,1,-96.72938011,43.546
,1,-96.72941792,43.546
,1,-96.72945574,43.546
,1,-96.72949356,43.546
,1,-96.72953138,43.546
,1,-96.7295692,43.546
,1,-96.72960701,43.546
,1,-96.72964483,43.546
,1,-96.72968265,43.546
,1,-96.72972047,43.546
,1,-96.72975829,43.546
,1,-96.7297961,43.54600006
